Q. No,QuestionType,Blooms Category,Difficulty Level,Topic,QuestionText,MultipleAnswer Allowed,Option1,CA - 1,Option2,CA - 2,Option3,CA - 3,Option4,CA - 4,Option5,CA - 5,Error Flag
243,MULTICHOICE,Analysis,Average,Event-Driven & Scheduled Patterns,Compare scheduled sessions (cron-based) vs. event-driven sessions for security scanning. When is each appropriate?,N,Scheduled: for proactive discovery of NEW vulnerabilities in existing code (scans the current state periodically). Event-driven: for reactive remediation of DETECTED findings (responds to scan results from external tools). Use both: scheduled scan → detects findings → event triggers remediation. The scan and the fix are different phases with different optimal patterns,1,Always use event-driven — scheduled scans are redundant if the SAST tool already runs in CI,,Always use scheduled — event-driven is too reactive and misses vulnerabilities between scans,,They are interchangeable — choose whichever is simpler to configure,,,,N
244,MULTICHOICE,Analysis,Average,Event-Driven & Scheduled Patterns,A client's event-driven automation fires a Devin session when a Jira ticket is assigned to 'Devin.' The session reads the ticket and implements. But sometimes the ticket's acceptance criteria are unclear. Analyze the failure mode.,N,"When acceptance criteria are unclear, Devin cannot verify its own work (violates 'can success be verified?' principle). The session may produce incorrect output or stall asking for clarification. Mitigation: the trigger layer should validate ticket readiness (required fields filled: acceptance criteria, expected behavior, test mechanism) before creating the session — reject incomplete tickets back to the assigner",1,Devin should always attempt the implementation regardless of clarity — humans will correct via PR review,,The Jira workflow should prevent assignment to Devin until a human verifies the ticket is complete,,Add a Knowledge note listing common acceptance criteria patterns for Devin to infer missing details,,,,N
245,MULTICHOICE,Analysis,Difficult,Event-Driven & Scheduled Patterns,Analyze the cost implications of event-driven vs. scheduled patterns. A client receives ~20 SAST findings per week. Should they trigger immediately per finding or batch into a weekly remediation session?,N,"Trade-off analysis: Immediate (20 sessions/week): faster remediation (findings fixed within hours), higher ACU cost (session overhead × 20), more PRs to review. Batched (1 session/week handling all 20): lower cost (one session startup overhead), fewer PRs (one combined PR), but findings sit exposed for up to 7 days. Optimal: CRITICAL/HIGH findings trigger immediately (risk justifies cost), MEDIUM/LOW batch weekly (acceptable exposure window). This severity-based hybrid minimizes both risk and cost",1,Always trigger immediately — security findings should never wait,,Always batch weekly — the cost savings outweigh the risk of delayed remediation,,Run one long-running session that continuously monitors for new findings and remediates in real-time,,,,N
246,MULTICHOICE,Analysis,Difficult,Event-Driven & Scheduled Patterns,A client notices their scheduled maintenance sessions (running at 2am) consistently fail because the database migration from the previous night's deployment has not completed. Analyze the sequencing problem.,N,"The scheduled session assumes a stable environment state that may not exist at the fixed time. The fix: change from time-based to event-based triggering — trigger the maintenance session after the deployment completion event (webhook from CD pipeline) rather than at a fixed time. Alternatively, add a readiness check at the start of the scheduled session that waits for the environment to be in a known-good state before proceeding",1,Move the scheduled session to 4am to give the migration more time to complete,,Add a retry mechanism that re-runs the session every 30 minutes until it succeeds,,Disable the nightly deployment and only deploy during business hours,,,,N
247,MULTICHOICE,Synthesis,Difficult,Event-Driven & Scheduled Patterns,"Design a complete event-driven automation topology for a client's GitHub-based workflow: PR events, CI events, issue events, and deployment events should all trigger appropriate Devin responses.",N,"PR opened: trigger Devin Review. PR comment (from human): resume existing session. CI failure on PR branch: remediation session targeting that branch. Issue labeled 'Devin:Implement': implementation session. Deployment to staging success: validation session (smoke tests). Deployment failure: investigation session. All with: author filtering (skip bot events), idempotency (one session per event), retry limits. Implemented via GitHub webhooks → serverless function → Devin API",1,One webhook endpoint that routes all GitHub events to a single Devin session that handles everything,,GitHub Actions workflows that call the Devin API directly from within the pipeline YAML,,Manual monitoring of GitHub notifications and creating sessions for important events,,,,N
248,MULTICHOICE,Synthesis,Difficult,Event-Driven & Scheduled Patterns,Design an anti-pattern detection system: identify when automation rules are creating excessive noise (too many low-value sessions) and automatically adjust trigger sensitivity.,N,"(1) Track metrics: sessions created per trigger rule, session outcome (success/fail/no-output), PR merge rate per trigger. (2) Alert when: a trigger creates >X sessions/day with <Y% merge rate (noise indicator). (3) Adaptive response: auto-increase severity threshold for that trigger (e.g., from ALL findings to HIGH+CRITICAL only), or auto-pause the trigger and notify the admin. (4) Review: weekly report of trigger effectiveness — deactivate rules with consistently low value ratios. This creates a self-tuning automation system",1,Set fixed thresholds at configuration time and never adjust them,,Rely on ACU budget limits to naturally throttle noisy automations,,Have Devin sessions self-assess whether they are producing valuable output and self-terminate if not,,,,N
249,MULTICHOICE,Synthesis,Difficult,Event-Driven & Scheduled Patterns,"Design a pattern for 'quiet hours' automation management: during release freezes or high-traffic periods, certain automations should pause while critical ones (security, incidents) continue.",N,"Classify automations by priority tier: Tier 1 (never paused): security findings, incident response. Tier 2 (paused during freeze): dependency bumps, documentation refresh, dead code cleanup. Tier 3 (paused during high-traffic): campaigns, bulk operations. Implementation: trigger layer checks a 'freeze state' flag before invoking non-Tier-1 sessions → queues Tier 2/3 events for processing when freeze lifts. Freeze activation: manual toggle via API or scheduled (e.g., every release window)",1,Disable all automations during release freeze — security can wait a few days,,Let all automations run during freeze — merge protection prevents accidental deploys,,Reduce concurrency during freeze to 1 session at a time for all automation types,,,,N
250,MULTICHOICE,Synthesis,Difficult,Event-Driven & Scheduled Patterns,Design a progressive automation onboarding: a client wants to start with simple scheduled sessions and gradually add event-driven complexity. Define the progression milestones.,N,"Month 1: Scheduled dep bumps (weekly cron, single repo, manual review). Month 2: Scheduled expanded to all repos + first event trigger (CI failure remediation for 1 repo). Month 3: Event-driven security (SAST findings → remediation). Month 4: PR events (Devin Review on all repos). Month 5: Ticket assignment trigger (Jira → implementation). Month 6: Full topology with quiet hours, severity-based routing, and campaign capability. Each step adds complexity only after the previous step is proven reliable. Rollback plan if any step produces poor results",1,Deploy the full event-driven topology from day 1 — there is no benefit to gradual rollout,,Use only scheduled sessions forever — event-driven is too complex to manage safely,,Start with the most complex automation (multi-step incident response) to prove value quickly,,,,N
251,MULTICHOICE,Synthesis,Difficult,Event-Driven & Scheduled Patterns,"Design an automation architecture that handles cascade events: a library update in Repo A should trigger compatibility checks in Repos B, C, D that depend on it, and any failures should trigger fix sessions.",N,"Repo A merge event → trigger layer reads dependency graph (maintained as a manifest) → spawns compatibility check sessions for repos B, C, D (each bumps A's version, runs tests) → if tests pass: open version bump PR. If tests fail: spawn fix session targeting the specific compatibility issue in that repo → fix PR opened. Chain-depth limit: the fix PR's merge does NOT trigger another cascade check (author filter). Dependency manifest is maintained as a Knowledge note or config file updated when dependencies change",1,"Configure webhooks in repos B, C, D that fire whenever Repo A has a new commit",,Weekly scheduled session that checks all dependency compatibility across all repos,,No automation needed — Dependabot handles cross-repo dependency updates natively,,,,N
252,MULTICHOICE,Evaluation,Difficult,Event-Driven & Scheduled Patterns,Evaluate the claim: 'Event-driven automation makes scheduled sessions obsolete because everything meaningful can be triggered by an event.',N,"Incorrect — scheduled sessions serve a fundamentally different purpose: proactive discovery of issues that have no external event (dead code accumulation, dependency staleness, license drift, documentation decay). These are time-driven conditions, not event-triggered. A complete automation topology needs both: events for reactive response, schedules for proactive hygiene. They are complementary, not substitutes",1,Correct — even 'proactive' tasks can be triggered by 'time elapsed' events in a scheduler,,Correct for organizations with comprehensive monitoring — any degradation triggers an alert event,,Mostly correct — scheduled sessions are only needed for tasks that cannot produce events (like documentation),,,,N
253,MULTICHOICE,Evaluation,Difficult,Event-Driven & Scheduled Patterns,"A client has implemented 30 automation rules. After 3 months, they discover that 12 rules have never fired. Evaluate whether these rules should be removed.",N,"Not automatically — evaluate each: some may be low-probability but high-value (incident response rules that only fire during outages). Remove rules that: (1) watch for events that the client's system never produces, (2) duplicate other rules, or (3) are outdated (target deprecated repos/tools). Keep rules that: protect against rare-but-critical scenarios (security, compliance). Refine rules that: have overly narrow filters preventing legitimate matches. Regular audits should distinguish between 'never needed' and 'not yet needed'",1,Remove all 12 immediately — if they have not fired in 3 months they are wasted configuration,,Keep all 12 — unused rules have zero cost and provide potential future value,,Replace all 12 with a single catch-all rule that fires on any unhandled event type,,,,N
254,MULTICHOICE,Evaluation,Difficult,Event-Driven & Scheduled Patterns,Evaluate the security implications of an event-driven system where external webhooks (from SaaS tools) can create Devin sessions that access internal code.,N,Security considerations: (1) Webhook authentication (verify the sender is genuine — signature validation). (2) Input validation (sanitize webhook payloads before injecting into prompts to prevent prompt injection). (3) Scoped permissions (the session created has only the access defined by its context — not elevated by the event source). (4) Rate limiting (prevent DoS via webhook flooding). (5) Audit trail (log all external triggers for security review). These controls ensure external events cannot escalate internal access,1,External webhooks should never trigger internal sessions — only internal events are safe,,"Webhook authentication alone is sufficient — if the source is verified, the session is safe",,Security is not a concern because Devin sessions are already isolated by design,,,,N
255,TRUEFALSE,Evaluation,Difficult,Event-Driven & Scheduled Patterns,An event-driven automation architecture that triggers Devin sessions without idempotency keys is well-designed because each event is unique by nature.,N,True,,False,1,,,,,,,N
256,MULTICHOICE,Knowledge,Easy,Client Engagement & Migration Strategy,What is the recommended phased rollout approach for Devin adoption in a client organization?,N,"Pilot (one team, limited repos) → Expand (additional teams, proven patterns) → Scale (organization-wide, full automation topology)",1,Training → Full deployment → Optimization,,Assessment → Purchase → Launch → Support,,Design → Build → Test → Deploy → Operate,,,,N
257,MULTICHOICE,Knowledge,Easy,Client Engagement & Migration Strategy,"In the unit-of-work economics model for campaigns, what is the formula for total campaign cost?",N,Unit cost = (ACUs per unit × $/ACU) + (Review hours per unit × Blended rate); Total = Σ(Unit cost × Quantity) + Orchestration overhead + Margin,1,Total cost = Number of sessions × Average session duration × Hourly rate,,Total cost = Lines of code changed × Cost per line,,Total cost = Number of engineers replaced × Annual salary,,,,N
258,MULTICHOICE,Comprehension,Average,Client Engagement & Migration Strategy,Why does the value narrative framework emphasize 'unlocking work that is currently blocked or deferred' rather than 'replacing engineers'?,N,"Because the primary value is executing work that would otherwise NOT get done due to capacity constraints — dependency updates, security backlogs, test coverage gaps, documentation debt. Engineers are redirected to higher-value work (architecture, design, review), not eliminated. This framing is more accurate and more palatable to technical stakeholders",1,Because 'replacing engineers' would create negative press and reduce sales,,Because Devin is not capable of replacing engineers for any task,,Because labor laws prevent AI from officially replacing human jobs,,,,N
259,MULTICHOICE,Comprehension,Average,Client Engagement & Migration Strategy,Why is Devin's consistency described as making 'each unit more estimatable than traditional human delivery'?,N,"When every task follows the same playbook and produces the same artifact structure, variance in execution time and cost narrows dramatically — unlike human delivery where individual productivity, context-switching, and approach differences create wide variance. This makes campaign cost estimates more reliable for SI contract bidding and sprint planning",1,Because AI always takes exactly the same time for every task regardless of complexity,,Because Devin's ACU pricing is fixed per session regardless of output,,Because the platform pre-calculates exact completion time before each session starts,,,,N
260,MULTICHOICE,Synthesis,Average,Client Engagement & Migration Strategy,A client has 300 SAS ETL jobs to migrate to Python/Snowflake. The migration has board-level approval and a 6-month deadline. Design the campaign planning approach.,N,"(1) Classify jobs by complexity (simple transformations vs. complex statistical models). (2) Start with canary batch of 10 representative jobs to validate the playbook. (3) Establish success criteria per job (output parity, test coverage, scan clean). (4) Calculate unit cost from canary batch (ACUs + review hours per job). (5) Plan batches of 30-50 jobs with review capacity alignment. (6) Set escalation criteria (jobs that fail after 2 retries go to human specialists). (7) Track progress against 6-month timeline with burn-down metrics",1,Spawn 300 children simultaneously to meet the deadline as quickly as possible,,Assign 300 jobs equally across 6 months (50/month) with no batching or validation,,"Complete the migration in one month using maximum parallelism, then spend 5 months on validation",,,,N
261,MULTICHOICE,Application,Average,Client Engagement & Migration Strategy,An SI is responding to an RFP for a 50-microservice Spring Boot migration. They need to estimate cost using the Devin-augmented delivery model. How should they build the estimate?,N,"(1) Run a pilot migration on 3 representative services to establish actual ACU cost and review time per service. (2) Categorize remaining 47 by complexity tiers (simple/medium/complex based on dependencies, custom code, and test coverage). (3) Apply observed unit costs per tier. (4) Add orchestration overhead (parent agent time, campaign management). (5) Add human specialist time for complex edge cases (estimated from pilot failure rate). (6) Include configuration investment (blueprint, playbook, Knowledge setup). (7) Apply margin. Result: bottom-up estimate with empirical basis from pilot",1,"Estimate 1 hour per service × $100/hour ACU rate × 50 services = $5,000 total",,Use the same estimate as a human-only delivery and apply a 50% discount,,Quote a fixed price based on lines of code to be migrated,,,,N
262,MULTICHOICE,Analysis,Difficult,Client Engagement & Migration Strategy,"A client completed a 100-service migration campaign. 85 services migrated successfully, 10 required human intervention, and 5 were deemed unmigrateable by the agent. Analyze what this outcome tells about the engagement design.",N,"85% automated success is a strong result — the playbook was well-designed for the majority case. The 10% human intervention rate is expected (complex edge cases beyond playbook scope). The 5% unmigrateable represents genuinely complex work requiring human architecture decisions. This outcome validates the engagement model: use Devin for the 85% bulk work, allocate specialist time for the 15% tail. Future engagements can bid with ~85% Devin + ~15% human specialist as the cost model",1,85% is too low — a good playbook should achieve 100% success without human intervention,,The 5% unmigrateable services indicate a fundamental flaw in the migration approach,,The engagement failed because 15% of services needed human work — Devin did not deliver full value,,,,N
263,MULTICHOICE,Analysis,Average,Client Engagement & Migration Strategy,"Analyze why 'start small, build trust' is recommended for cloud agent adoption rather than full-scale deployment from day one.",N,"Starting small: (1) validates configuration in a low-risk environment, (2) builds reviewer confidence in output quality, (3) identifies playbook gaps before they affect critical systems, (4) allows the team to develop review muscle without being overwhelmed, (5) provides evidence for expanding scope. Full-scale from day one risks: overwhelming reviewers, exposing configuration gaps at scale, and eroding trust if early quality issues occur in critical repos",1,Starting small is only recommended for psychological comfort — there is no technical reason,,"Starting small is a sales strategy to get the foot in the door, not a technical recommendation",,Full-scale deployment is actually better because it amortizes configuration cost faster,,,,N
264,MULTICHOICE,Analysis,Difficult,Client Engagement & Migration Strategy,Analyze the 'competitive displacement risk' described in the value narratives. How does this apply to an SI evaluating Devin for their practice?,N,"If a competing SI bids on the same work using a hybrid human+Devin workforce model, they can offer: lower cost (fewer human hours), shorter timeline (parallel execution), and higher consistency (playbook-driven). An SI bidding headcount-only loses on all three dimensions simultaneously. The risk is not just margin compression — it is losing deals entirely. The competitive moat comes from the SI's accumulated playbooks, configuration expertise, and campaign management capability",1,Competitive displacement is not a real risk — clients always prefer human-only delivery for quality,,"The risk only applies to commodity work like dependency bumps, not strategic migrations",,Competitive displacement is a sales tactic and has no bearing on actual delivery outcomes,,,,N
265,MULTICHOICE,Analysis,Average,Client Engagement & Migration Strategy,A client asks: 'How do we measure if Devin is actually delivering value?' Analyze which metrics are meaningful vs. vanity metrics.,N,"Meaningful: PRs merged (actual delivered output), MTTR reduction (speed improvement), engineering hours freed for higher-value work (capacity gain), first-pass success rate (quality), time from trigger to PR (responsiveness). Vanity metrics: sessions created (activity ≠ value), lines of code generated (volume ≠ quality), ACUs consumed (spending ≠ impact). The key is measuring outcomes (merged work, reduced risk, faster delivery) not activity (sessions run, code generated)",1,Total ACU spend is the primary ROI metric — lower spend means better efficiency,,Number of sessions per week is the best metric because higher volume means more value,,Lines of code generated per ACU is the efficiency metric that matters most,,,,N
266,MULTICHOICE,Analysis,Difficult,Client Engagement & Migration Strategy,Analyze the risk factors in a large-scale migration campaign and how each can be mitigated through architecture decisions.,N,"Risks: (1) Playbook quality (mitigate: canary batch validation). (2) Target variability (mitigate: complexity classification + separate playbooks per tier). (3) Review bottleneck (mitigate: controlled concurrency + Devin Review first-pass). (4) Environment issues (mitigate: robust blueprint + pre-validation step in playbook). (5) Scope creep (mitigate: strict success criteria per unit). (6) Dependencies between targets (mitigate: identify and sequence dependent targets, parallelize only truly independent work)",1,The only risk is ACU cost overrun — all other risks are managed by Devin automatically,,Migration campaigns have no meaningful risks because each unit is isolated and independently verifiable,,"The primary risk is model quality — if Devin produces bad code, the entire campaign fails",,,,N
267,MULTICHOICE,Analysis,Difficult,Client Engagement & Migration Strategy,A client in the pilot phase reports: 'Devin works fine for simple tasks but struggles with our complex domain logic.' Analyze the likely gap and recommended next step.,N,"The gap is likely insufficient domain context — Knowledge notes with domain glossary, architecture decisions, and coding patterns specific to their domain are missing. Devin has the technical ability but lacks the domain knowledge that human engineers carry implicitly. Next step: invest in Knowledge notes capturing domain terminology, business rules, and architectural patterns before attempting complex domain tasks. Start with research sessions ('analyze this module and explain its domain logic') to build the Knowledge base",1,Devin cannot handle complex domain logic — the client should limit usage to simple tasks permanently,,The client needs a more powerful AI model — upgrade to a larger context window,,Complex domain logic requires pair programming mode — switch from cloud to local agent for these tasks,,,,N
268,MULTICHOICE,Synthesis,Difficult,Client Engagement & Migration Strategy,Design a client engagement roadmap from initial assessment through full operational maturity. Include success criteria at each milestone.,N,"Assessment (Week 1-2): Analyze repos, identify automation candidates, classify by complexity. Success: target repo list + complexity tiers + ROI estimate. Pilot (Week 3-6): Configure platform for 2-3 repos, run first sessions, validate output quality. Success: 5+ PRs merged, review feedback incorporated, team confidence baseline. Expand (Month 2-3): Add remaining repos, first automation, first campaign. Success: event-driven triggers functioning, campaign >80% first-pass. Scale (Month 4-6): Full automation topology, Knowledge maturity, team self-sufficient. Success: 90%+ session success rate, team can configure independently",1,Skip assessment — deploy immediately and learn as you go,,12-month engagement with no milestones — evaluate success only at the end,,Assessment phase only — deliver a report but do not deploy anything for 6 months,,,,N
269,MULTICHOICE,Synthesis,Difficult,Client Engagement & Migration Strategy,"Design a change management strategy for a 200-engineer organization adopting Devin. Address: resistance from engineers concerned about job security, managers wanting immediate ROI, and security teams demanding controls.",N,"Engineers: frame as 'focus elevation' — Devin handles tedious work (dep bumps, boilerplate, test generation) so engineers do architecture and design. Show before/after sprint composition. Managers: set realistic 3-month timeline to ROI with progressive metrics (sessions → merged PRs → hours freed). Quick win: automate the most complained-about maintenance task. Security: walk through isolation model, demonstrate audit trail, configure initial deployment with maximum controls (all human review), relax controls as trust builds. All: transparent communication about what Devin can and cannot do",1,Mandate adoption from leadership with no accommodation for concerns,,Address only the security team's concerns — engineers and managers will follow once it works,,Delay adoption until all concerns are fully resolved through documentation and policy,,,,N
270,MULTICHOICE,Synthesis,Difficult,Client Engagement & Migration Strategy,Design a risk assessment framework for determining which client tasks are safe to automate with Devin in the first 30 days of deployment.,N,"Score each task on 4 dimensions: (1) Verifiability (high: tests exist, scan validates; low: subjective quality). (2) Reversibility (high: branch/PR, easily reverted; low: data migration, deployed infrastructure). (3) Blast radius (high: affects production; low: test code, documentation). (4) Complexity (high: novel architecture; low: well-defined pattern). First 30 days: only automate tasks scoring 'high verifiability + high reversibility + low blast radius + low complexity.' Expand after demonstrated reliability",1,Automate everything immediately — the PR review gate makes all tasks safe,,Only automate documentation updates in the first 30 days — all other tasks are too risky,,The risk assessment depends entirely on the team's confidence level — no framework needed,,,,N
271,MULTICHOICE,Synthesis,Difficult,Client Engagement & Migration Strategy,"Design a success measurement framework for a Devin deployment that addresses: engineering leadership (efficiency), security team (risk), finance (cost), and delivery managers (throughput).",N,"Engineering leadership: % of maintenance automated, engineer time redirected to design/architecture. Security: mean-time-to-remediate findings, vulnerability exposure window, zero production incidents from agent code. Finance: ACU cost vs. equivalent contractor/FTE cost for same output, time-to-value. Delivery: PRs merged per week, campaign completion rate, time from request to delivered PR. Shared: first-pass success rate (quality across all dimensions). Report monthly by stakeholder audience with appropriate metrics per group",1,One dashboard showing ACU spend vs. PRs created — this covers all stakeholders,,Each stakeholder group defines their own metrics independently with no coordination,,Measure only 'sessions per week' as the universal proxy for all value dimensions,,,,N
272,MULTICHOICE,Synthesis,Difficult,Client Engagement & Migration Strategy,"Design a playbook for an SI onboarding a new client to Devin when the client has: legacy COBOL systems, no CI/CD pipeline, manual deployments, and no test suite.",N,"Phase 0 (Foundation): Help client establish basic CI/CD (Devin can build this as the first task — create pipeline YAML, configure runners). Phase 1 (Testing): Use Devin to generate initial test coverage for critical modules (establishes verification capability). Phase 2 (Modernization planning): Research sessions analyze COBOL codebase, produce migration assessment. Phase 3 (Pilot migration): Canary batch of simplest COBOL programs → Java, validated by new tests. Phase 4 (Scale): Campaign-based migration with proven playbook. Key: each phase creates the prerequisites for the next — you cannot migrate without tests, cannot verify without CI",1,Start the COBOL migration campaign immediately — Devin can handle the lack of tests,,Refuse the engagement — Devin requires CI/CD and tests to be effective,,Focus only on building CI/CD and tests — defer migration to a future engagement,,,,N
273,MULTICHOICE,Evaluation,Difficult,Client Engagement & Migration Strategy,Evaluate the claim: 'The timeline for this migration drops from 5 weeks to 5 days because Devin parallelizes the implementation.' Under what conditions is this realistic vs. misleading?,N,"Realistic when: (1) units are truly independent (no cross-dependencies), (2) the playbook is proven (high first-pass success rate), (3) review capacity can absorb the parallel output, (4) CI/build infrastructure can handle the load. Misleading when: (1) review becomes the bottleneck (10 PRs/day capacity → still 5 days even with instant implementation), (2) targets have dependencies requiring sequencing, (3) the playbook needs iteration (canary batch time adds days), (4) infrastructure cannot handle 50 concurrent builds. The claim is aspirational ceiling, not guaranteed outcome",1,Always realistic — parallel execution fundamentally eliminates timeline constraints,,Always misleading — AI cannot match the quality of 5 weeks of human engineering in 5 days,,"Realistic only for trivial tasks like dependency bumps, not for real migrations",,,,N
274,MULTICHOICE,Evaluation,Difficult,Client Engagement & Migration Strategy,Evaluate the operating model where an SI delivers a migration project with 80% Devin-executed work and 20% human specialist work. What are the margin implications vs. a 100% human model?,N,"The hybrid model improves margins because: ACU cost per unit < equivalent human labor cost per unit, throughput is higher (parallel execution compresses timeline), and the human 20% focuses on high-judgment work where the SI's expertise differentiates. Risks: if playbook quality is poor, rework erodes margins. Key metric: first-pass success rate directly correlates with margin — higher success = less rework = better economics. As playbooks mature over engagements, margins improve over time (the compounding advantage)",1,Margins are worse because ACU costs plus human costs exceed pure human costs,,Margins are identical because the same total output requires the same total cost regardless of who executes it,,The hybrid model only improves margins for large engagements (100+ units) but hurts small ones,,,,N
275,MULTICHOICE,Evaluation,Difficult,Client Engagement & Migration Strategy,A client asks: 'What if Devin breaks something in production?' Evaluate the risk and explain why the architecture prevents this.,N,"Devin CANNOT directly break production because: (1) it works on branches, never main directly, (2) PRs require human approval to merge, (3) CI gates must pass before merge is allowed, (4) deployment to production is handled by CD pipelines, not Devin — Devin does not deploy. The risk of production breakage is reduced to the same risk of any code change — a human approved it, CI validated it, and the deployment pipeline executed it. Devin's contribution is the PR; the production decision chain is unchanged",1,Devin could break production if it has deployment credentials — the risk is real and unmitigated,,The risk is zero because Devin's AI is trained to never produce code with bugs,,The risk exists but is acceptabl because Devin can also fix production issues it causes,,,,N
276,MULTICHOICE,Evaluation,Difficult,Client Engagement & Migration Strategy,"Evaluate whether Devin is appropriate for a client with: 2 developers, 3 repositories, no automation, and very limited budget. What is the minimum viable adoption?",N,"Minimum viable adoption: (1) Connect 1-2 repos, (2) basic blueprint for build/test, (3) 2-3 Knowledge notes for key conventions. Use for: scheduled dep bumps (offload maintenance from the 2 devs), test generation (improve coverage without allocating dev time), and manual sessions for implementation work. ROI depends on session volume — at low volume, per-session quality is less critical than at scale. Value proposition: the 2 developers spend less time on maintenance and more on features. Budget consideration: ACU-based billing means cost scales with usage, not seats",1,Not appropriate — Devin requires minimum 10 engineers and 20 repos to be cost-effective,,Deploy the full automation topology — small teams benefit most from maximum automation,,Only use Devin CLI (local agent) — cloud Devin is not worth it for 2 developers,,,,N
277,MULTICHOICE,Evaluation,Difficult,Client Engagement & Migration Strategy,"Evaluate the engagement approach where an SI builds Devin configuration as a deliverable: 'We configure your org, create playbooks, and hand over the keys.' Is this sufficient?",N,"Configuration-as-deliverable is necessary but not sufficient. Missing: (1) team enablement (engineers must learn to write prompts, review output, and refine playbooks), (2) continuous improvement handoff (team must own the Knowledge/playbook evolution), (3) operational runbook (monitoring automation health, handling failures). A complete engagement includes: configure + enable + validate + hand off operations. Without enablement, the configuration atrophies as the codebase evolves and no one maintains it",1,"This is fully sufficient — once configured, Devin runs autonomously forever without maintenance",,The SI should maintain the Devin configuration permanently as a managed service,,Configuration is unnecessary — just train the team to write good prompts,,,,N
278,MULTICHOICE,Evaluation,Difficult,Client Engagement & Migration Strategy,"Evaluate the viability of a 'Devin-first' development model where the default path for any new task is to assign it to Devin, falling back to humans only when Devin cannot complete it.",N,"Viable for well-defined tasks that fit the 'sweet spot' criteria (verifiable, repetitive, lower priority, automatable, safe to iterate). NOT viable as a universal default because: novel architecture decisions, creative design work, politically sensitive changes, and ambiguous requirements all belong to humans from the start. The optimal model is: classify tasks first (AI-suitable vs. human-required), then route appropriately. 'Try Devin first for everything' wastes ACUs on tasks that will inevitably need human restart",1,Fully viable — Devin should attempt every task and humans clean up what it cannot do,,Not viable — most tasks require human judgment that Devin cannot provide,,Viable only if the team has spent 6+ months building up the Knowledge and playbook library,,,,N
279,MULTICHOICE,Evaluation,Difficult,Client Engagement & Migration Strategy,Evaluate the long-term sustainability of Devin campaigns as the client's codebase modernizes. Do campaigns become less valuable over time?,N,"Campaigns evolve rather than diminish: initial value is modernization (legacy → modern). After modernization: campaigns shift to ongoing maintenance (quarterly upgrades, security remediation, compliance sweeps), expansion (new features deployed across services simultaneously), and continuous improvement (progressive quality improvements). The campaign pattern remains valuable — the targets change from 'migration units' to 'maintenance units.' Organizations that maintain their Devin investment find new campaign opportunities as their needs evolve",1,Campaigns become obsolete after the initial migration is complete — they are a one-time tool,,Campaigns become MORE valuable over time because there are more services to maintain,,"After modernization, the organization should switch from campaigns to purely event-driven patterns",,,,N
280,TRUEFALSE,Evaluation,Difficult,Client Engagement & Migration Strategy,"A pilot deployment that demonstrates ROI on low-risk tasks (documentation, dependency bumps) is sufficient evidence to justify organization-wide deployment for complex migration campaigns.",N,True,,False,1,,,,,,,N
281,MULTICHOICE,Knowledge,Easy,Recovery & Exception Handling,What is Devin's escalation behavior when it cannot resolve a CI failure after multiple attempts?,N,Devin asks the user for help rather than looping indefinitely — it recognizes when it is stuck and escalates to human judgment,1,Devin force-merges the PR to skip the failing check,,Devin deletes the branch and starts over from scratch,,Devin continues retrying infinitely until the check passes,,,,N
282,TRUEFALSE,Knowledge,Easy,Recovery & Exception Handling,"In the parent-child pattern, a failure in one child agent does NOT affect the execution of other child agents because they run on separate isolated VMs.",N,True,1,False,,,,,,,,N
283,MULTICHOICE,Comprehension,Average,Recovery & Exception Handling,Why is Devin's iterate-then-escalate behavior architecturally important for autonomous operations?,N,"It prevents two failure modes: (1) giving up too early (missing solvable problems that need a second attempt), and (2) looping forever (wasting ACUs on unsolvable problems). The bounded retry with escalation balances autonomy with practical resource management and ensures humans are notified only when their input is actually needed",1,It is required for compliance because humans must always be in the loop,,It reduces ACU cost by limiting the number of retries per session,,It prevents Devin from overwriting its previous work by iterating too many times,,,,N
284,MULTICHOICE,Application,Average,Recovery & Exception Handling,"A campaign of 80 children has 20 failures. The parent must decide how to handle them. 15 failures share the same error (missing credential), 5 have unique errors. Design the recovery approach.",N,"Systematic failures (15): fix the root cause (add the missing credential to secrets/blueprint), then retry all 15 as a batch. Idiosyncratic failures (5): analyze each individually — retry with modified parameters for those that might succeed, escalate to humans for those requiring judgment. Do NOT retry without fixing the systematic issue — it would produce 15 more identical failures",1,Retry all 20 failures immediately — some may succeed on the second attempt,,Mark all 20 as permanent failures and report to the team for manual implementation,,Restart the entire 80-child campaign from scratch with updated configuration,,,,N
285,MULTICHOICE,Synthesis,Average,Recovery & Exception Handling,An event-driven automation fires during a Devin platform outage. The webhook is received but sessions cannot be created. Design the recovery mechanism.,N,The trigger layer should implement: (1) Dead letter queue for failed session creation attempts. (2) Retry with exponential backoff when the API returns errors. (3) Alerting when the queue depth exceeds a threshold (platform may be down). (4) Replay capability when the platform recovers — drain the queue and create sessions for queued events. (5) Idempotency ensures replayed events do not create duplicate sessions if some originally succeeded. This ensures no events are lost during transient platform issues,1,Accept event loss during outages — the events will recur naturally and be caught next time,,Send failed events via email to the engineering team for manual session creation,,Configure redundant Devin platform instances for high availability,,,,N
