Q. No,QuestionType,Blooms Category,Difficulty Level,Topic,QuestionText,MultipleAnswer Allowed,Option1,CA - 1,Option2,CA - 2,Option3,CA - 3,Option4,CA - 4,Option5,CA - 5,Error Flag
268,MULTICHOICE,Comprehension,Average,Troubleshooting & Failure Recovery,Why might starting a new session with a refined prompt be more effective than continuing to iterate on a problematic session?,N,"After multiple iterations, context may be cluttered with failed attempts. A fresh session with lessons learned provides a clean starting point.",1,New sessions use a more powerful AI model,,Continuing is always more efficient,,The platform charges less for new sessions,,,,N
269,MULTICHOICE,Application,Easy,Troubleshooting & Failure Recovery,A Devin session fails with 'command not found: mvn.' What is the most likely fix?,N,Add Maven installation to the blueprint's initialize section,1,Tell Devin to use Gradle instead,,Install Maven in the session's prompt,,Restart the session,,,,N
270,MULTICHOICE,Application,Average,Troubleshooting & Failure Recovery,Devin has iterated on a CI failure 3 times but the test database is unreachable. What should you do?,N,"Leave a PR comment explaining the infrastructure issue, then check the blueprint/VPN configuration for database connectivity",1,Ask Devin to rewrite the test without a database,,Tell Devin to try 5 more times,,Merge the PR and skip the failing test,,,,N
271,MULTICHOICE,Application,Average,Troubleshooting & Failure Recovery,A team's Devin sessions consistently fail on Windows-specific tests but pass on their Linux CI. What is the likely issue?,N,"The blueprint is configured for Linux, but the application requires Windows for certain tests",1,Linux is incompatible with all testing frameworks,,The tests are incorrectly written,,Windows tests should be removed,,,,N
272,MULTICHOICE,Application,Average,Troubleshooting & Failure Recovery,A parent agent's child session fails because it cannot access a private npm registry. How should this be resolved?,N,Add the npm registry authentication token to secrets and configure the registry URL in the blueprint's maintenance section,1,Give the child the developer's personal npm credentials,,Tell the child to use the public registry instead,,Skip the failed child and proceed with others,,,,N
273,MULTICHOICE,Application,Average,Troubleshooting & Failure Recovery,A Devin session has produced a PR but missed 2 out of 5 acceptance criteria. What is the best course of action?,N,Leave PR comments specifying the 2 missing criteria with concrete requirements so Devin can iterate,1,Merge and create a follow-up task,,Reject the PR and start a new session,,Accept — 60% is acceptable,,,,N
274,MULTICHOICE,Application,Difficult,Troubleshooting & Failure Recovery,"A Devin session is stuck in a loop: fixing a lint error introduces a type error, and fixing the type error reintroduces the lint error. How should you intervene?",N,Leave a detailed PR comment explaining both constraints simultaneously and suggesting a specific approach that satisfies both,1,Let the agent continue,,Disable the linter,,Terminate and restart without linting,,,,N
275,MULTICHOICE,Application,Difficult,Troubleshooting & Failure Recovery,"After upgrading Spring Boot, Devin's fix for one failing test breaks 2 previously passing tests. What should you do?",N,"Leave a comment identifying the interaction: 'Fix all three tests together, considering the shared DatabaseConfig class'",1,Tell Devin to focus on one test at a time,,Merge with 3 failing tests,,Revert the entire upgrade,,,,N
276,MULTICHOICE,Analysis,Easy,Troubleshooting & Failure Recovery,"Why is the recommendation to 'start small, build trust' relevant to troubleshooting?",N,Starting with low-risk tasks lets the team identify and fix environment/configuration issues in low-stakes situations before delegating complex work,1,Because small tasks never fail,,Because the agent performs better on small tasks,,Because large tasks are too expensive to troubleshoot,,,,N
277,MULTICHOICE,Analysis,Average,Troubleshooting & Failure Recovery,A Devin session has been running for 2 hours on a task that typically takes 30 minutes. What diagnostic steps should you take?,N,"Check the session timeline for: repeated error patterns, scope creep, environmental issues, or complex compilation cycles",1,Immediately terminate,,Wait another 2 hours,,Send a message asking 'are you stuck?',,,,N
278,MULTICHOICE,Analysis,Average,Troubleshooting & Failure Recovery,A CI pipeline reports a flaky test — it passes on retry. Should Devin be asked to fix this?,N,"Yes, with a structured prompt: specify the test name, intermittent error, failure conditions, and ask for root cause analysis",1,No — flaky tests cannot be fixed by AI,,Yes — just delete the flaky test,,No — flaky tests are a CI infrastructure issue,,,,N
279,MULTICHOICE,Analysis,Average,Troubleshooting & Failure Recovery,"When Devin escalates a CI failure, what information should the developer look for?",N,"The specific error, which CI check failed, how many fix attempts, what approaches were tried, and whether the failure is in code or infrastructure",1,Just whether the session should continue or terminate,,Only the name of the failing test,,Only the ACU consumption,,,,N
280,MULTICHOICE,Analysis,Difficult,Troubleshooting & Failure Recovery,Compare the failure modes of 'scope too large' versus 'wrong environment configuration.' How do their symptoms differ?,N,"Scope too large: partial results, missed criteria, lost focus across many files. Wrong environment: build failures, missing commands, network errors early before producing meaningful output.",1,Both produce the same symptoms,,Scope issues cause faster failures,,Environment issues only affect the first session,,,,N
281,MULTICHOICE,Analysis,Difficult,Troubleshooting & Failure Recovery,A team notices that sessions on repo A consistently succeed while sessions on repo B consistently fail. What should they investigate?,N,"Compare blueprints and configurations: repo B may be missing dependencies, have incorrect OS, lack network access, or have non-self-contained build scripts",1,The AI model works better with repo A's language,,Repo B's codebase is too complex,,Stop using Devin for repo B,,,,N
282,MULTICHOICE,Analysis,Difficult,Troubleshooting & Failure Recovery,Analyze why terminating a stuck session and starting fresh is often faster than continuing to debug it.,N,A fresh session starts with clean context and a refined prompt avoiding accumulated confusion from failed attempts — the agent approaches the problem from a new angle,1,Fresh sessions use a newer AI model,,No speed advantage,,Continuing is always faster,,,,N
283,MULTICHOICE,Synthesis,Difficult,Troubleshooting & Failure Recovery,Design a troubleshooting decision tree for diagnosing failed Devin sessions.,N,Step 1: Check environment (missing deps? wrong OS? network?) → fix blueprint. Step 2: Check scope (too large? vague prompt?) → decompose/refine. Step 3: Check CI (infrastructure failure? external service?) → fix infra. Step 4: Check agent behavior (looping?) → intervene via PR comment. Step 5: If 3+ iterations fail → start fresh.,1,Always restart,,Always ask the user,,Check only CI status,,,,N
284,MULTICHOICE,Synthesis,Difficult,Troubleshooting & Failure Recovery,Propose a proactive failure prevention strategy for an organization's Devin deployment.,N,1. Comprehensive blueprints. 2. Well-scoped prompt templates. 3. Knowledge notes for common pitfalls. 4. Monitoring for session health. 5. Regular blueprint validation. 6. Team training on prompt quality and task selection.,1,Hire better developers,,No prevention is possible,,Only use Devin for trivial tasks,,,,N
285,MULTICHOICE,Evaluation,Difficult,Troubleshooting & Failure Recovery,A developer insists on continuing to iterate on a session that has failed 5 times on the same error. Evaluate this approach.,N,"Usually counterproductive after 3-4 attempts — the same error suggests a fundamental issue (wrong environment, scope too large, missing info) that iteration will not solve. Better: diagnose root cause and start fresh.",1,Correct — persistence always succeeds,,Continue until session timeout,,The platform should auto-terminate after 3 failures,,,,N
286,TRUEFALSE,Knowledge,Easy,Collaboration & Team Integration,"Multiple team members can comment on the same Devin PR, and Devin reads and responds to feedback from any reviewer.",N,True,1,False,,,,,,,,N
287,MULTICHOICE,Knowledge,Average,Collaboration & Team Integration,What is the /handoff command used for?,N,Transferring work from Devin CLI (local) to a cloud session for autonomous execution,1,Transferring code between two developers,,Ending a session and deleting the VM,,Assigning a session to a different user,,,,N
288,TRUEFALSE,Knowledge,Easy,Collaboration & Team Integration,"Devin integrates into existing engineering workflows through pull requests, CI/CD pipelines, and team communication channels — no new tools required.",N,True,1,False,,,,,,,,N
289,MULTICHOICE,Knowledge,Average,Collaboration & Team Integration,What is the role of shared Playbooks in team collaboration?,N,One engineer writes a proven methodology; the entire team benefits from consistent execution,1,Playbooks are personal and should not be shared,,Shared Playbooks are only for managers to review,,Playbooks are shared automatically between organizations,,,,N
290,MULTICHOICE,Comprehension,Average,Collaboration & Team Integration,Why is Devin described as a 'team-based coworker agent' rather than an 'individual user's AI assistant'?,N,"Because configuration, knowledge, and integrations belong to the team at the organization level — Devin operates as a shared resource",1,Because Devin requires multiple users to operate,,Because Devin charges per team,,Because Devin cannot be used by individuals,,,,N
291,MULTICHOICE,Comprehension,Average,Collaboration & Team Integration,How does the PR feedback loop enable collaboration between humans and Devin?,N,"Reviewers leave comments, Devin addresses them in new commits, CI re-runs, and the cycle repeats — using the existing code review workflow",1,The feedback loop replaces human code review,,It only works with one reviewer at a time,,It requires a special collaboration tool,,,,N
292,TRUEFALSE,Application,Easy,Collaboration & Team Integration,Only the person who created a Devin session can leave feedback comments on the resulting PR.,N,True,,False,1,,,,,,,N
293,MULTICHOICE,Application,Easy,Collaboration & Team Integration,A team wants to ensure all Devin sessions follow their security standards. How should this be implemented?,N,Create team-wide Knowledge notes encoding security standards that Devin retrieves automatically,1,Brief each team member verbally,,Review every PR manually,,Only allow the security team to create sessions,,,,N
294,MULTICHOICE,Application,Average,Collaboration & Team Integration,Two reviewers leave conflicting feedback on a Devin PR. What should happen?,N,The human reviewers should resolve the conflict and leave unified direction — Devin cannot resolve subjective disagreements,1,Devin should pick the senior reviewer's approach,,Devin should implement both in separate commits,,Devin should ignore both and use its own judgment,,,,N
295,MULTICHOICE,Application,Average,Collaboration & Team Integration,A team lead wants to track Devin adoption effectiveness. What metrics should they use?,N,"PR first-pass success rate, average review iterations, time to PR creation, CI pass rate on first push, and backlog reduction",1,Only sessions started per week,,Only total ACU consumption,,Only PRs merged,,,,N
296,MULTICHOICE,Application,Average,Collaboration & Team Integration,A remote team across 3 time zones uses Devin for async development. How does the session lifecycle support this?,N,Zone 1 starts sessions and opens PRs; Zone 2 reviews and leaves comments while Zone 1 sleeps; Devin addresses feedback; Zone 3 merges — hibernation/resume enables truly asynchronous collaboration,1,All must be online simultaneously,,Devin only works during business hours in one zone,,Time zone differences make Devin less effective,,,,N
297,MULTICHOICE,Application,Average,Collaboration & Team Integration,A team wants to hand off a cloud session mid-task because the developer is going on vacation. How does the platform support this?,N,Any team member can comment on the PR or send messages — Devin responds to any user. The replacement reviews the session timeline for context and continues via PR comments.,1,The session must be terminated and restarted,,Sessions are locked to the original creator,,The developer must complete it before leaving,,,,N
298,MULTICHOICE,Analysis,Average,Collaboration & Team Integration,Why does the shared context layer matter more for team collaboration than for individual use?,N,"Individual use only benefits one person's sessions; the shared context layer compounds across the entire team — every member's sessions benefit from every Knowledge note, Playbook, and integration",1,The layer provides no additional value for teams,,Individual use is more efficient,,The layer only stores personal preferences,,,,N
299,MULTICHOICE,Synthesis,Difficult,Collaboration & Team Integration,Design a workflow where a team uses Devin for the complete lifecycle of a feature from ticket to merged PR with multiple human touchpoints.,N,1. Ticket tagged → event trigger creates session. 2. Devin implements and opens PR. 3. Devin Review provides analysis. 4. Reviewer A comments on architecture. 5. Reviewer B comments on tests. 6. Devin addresses both. 7. CI passes. 8. Tech lead merges. Each human touchpoint adds judgment; Devin handles labor between.,1,Devin handles everything with no human involvement,,Only one human reviews each PR,,Requires a dedicated DevOps team to manage,,,,N
300,MULTICHOICE,Evaluation,Difficult,Collaboration & Team Integration,A team member argues that Devin's PR-based collaboration model is limiting because it forces all communication through code review. Evaluate this position.,N,"Partially valid — PRs are the primary but not only interface: users can message in sessions, MCP connects to Slack/Teams, Devin updates Jira. The PR-centric model is intentionally chosen for audit trails, contextual feedback, and workflow fit.",1,Completely valid — Devin should support more channels,,Completely invalid — PRs are the only tool needed,,Irrelevant — teams do not communicate during code review,,,,N
301,MULTICHOICE,Knowledge,Easy,Orchestration Patterns,What is the default orchestration pattern recommended for everyday engineering tasks like bug fixes and feature development?,N,"Single Agent — one prompt, one agent, one PR",1,Parent-Child — always use multiple agents for reliability,,Event-Driven — all tasks should be triggered by external events,,Scheduled — run all engineering work on a fixed cron schedule,,,,N
302,TRUEFALSE,Knowledge,Easy,Orchestration Patterns,"In the parent-child orchestration pattern, the parent agent performs the actual implementation work while child agents only monitor progress.",N,True,,False,1,,,,,,,N
303,MULTICHOICE,Comprehension,Average,Orchestration Patterns,Why do child agents in the parent-child pattern each run on their own isolated VM rather than sharing a single VM?,N,"Isolation ensures that a failure, crash, or resource exhaustion in one child has zero impact on other children — each produces its own independent PR on its own branch",1,Shared VMs would be too slow for parallel execution,,The platform does not support multiple agents on one VM,,Separate VMs are required for billing purposes,,,,N
304,MULTICHOICE,Application,Average,Orchestration Patterns,A security team receives 200 new SAST findings after a major dependency upgrade. They want automated remediation. Which orchestration pattern and setup is most appropriate?,N,"Parent-child: parent groups findings by repository, creates a remediation playbook, and spawns child agents per repo — each child remediates its findings, re-scans to verify, and opens a PR",1,Single agent: one session processes all 200 findings sequentially in a single PR,,Scheduled: set up a weekly session that remediates 20 findings per week,,Event-driven: wait for each finding to trigger an individual session via webhook,,,,N
305,MULTICHOICE,Application,Average,Orchestration Patterns,A CI pipeline fails on a feature branch. The team wants Devin to automatically diagnose and attempt a fix. Which orchestration pattern applies?,N,"Event-driven: a webhook triggers on CI failure, passing the failure logs and branch context to a new Devin session that attempts diagnosis and repair",1,Scheduled: check for CI failures every hour and fix any that are found,,Parent-child: spawn a child agent for each failing test case,,Single agent: a developer manually starts a session after noticing the failure,,,,N
306,MULTICHOICE,Application,Average,Orchestration Patterns,A team wants both weekly dependency updates (proactive) and automatic CI failure remediation (reactive) running simultaneously. How should they configure this?,N,Two independent automation configurations: a scheduled session for weekly dependency bumps AND an event-driven trigger for CI failure auto-fix — both coexist and run on separate VMs,1,Pick one pattern — scheduled and event-driven cannot run in the same organization,,Use a single parent agent that handles both concerns in sequence,,Create a master orchestrator session that delegates to child patterns,,,,N
307,MULTICHOICE,Knowledge,Average,Orchestration Patterns,Which safeguards are mandatory for event-driven Devin sessions to prevent runaway automation?,Y,Author filtering to skip events caused by the agent itself,0.25,Maximum retry count per trigger to prevent infinite loops,0.25,Idempotency keys to prevent duplicate sessions for the same event,0.25,Invocation rate limits to control session volume,0.25,,,N
308,MULTICHOICE,Comprehension,Average,Orchestration Patterns,Why must event-driven triggers filter out events caused by the agent itself (author filtering)?,N,"Without author filtering, a Devin PR could trigger another Devin session, which opens another PR, creating an infinite automation loop that wastes resources",1,Author filtering is a billing requirement to avoid double-counting ACUs,,Events from agents are lower quality and should be ignored,,The platform requires author filtering for all webhook configurations,,,,N
309,MULTICHOICE,Application,Difficult,Orchestration Patterns,A company needs to translate 200 SAS ETL jobs to Python. Each job is independent with its own input/output files. Design the orchestration approach.,N,"Parent-child: parent analyzes the job catalog, creates a translation playbook with golden-file testing for output parity, then spawns child agents per job or batch — each child translates, verifies output matches, and opens a PR",1,Single agent: one session translates all 200 jobs sequentially in one branch,,Event-driven: trigger a translation whenever a SAS job is modified in version control,,Scheduled: translate 10 jobs per week on a cron schedule for 20 weeks,,,,N
310,MULTICHOICE,Synthesis,Difficult,Orchestration Patterns,"Design an orchestration topology for an organization that needs: (1) automatic SAST remediation when findings are detected, (2) weekly dependency updates across 30 repos, and (3) automatic test generation when coverage drops below 80%.",N,"Three independent configurations: (1) Event-driven trigger on SAST webhook for remediation sessions, (2) Weekly cron-based parent-child campaign for dependency bumps across 30 repos, (3) Event-driven trigger on coverage report for test generation sessions — each with appropriate safeguards (author filtering, retry limits, idempotency)",1,One comprehensive scheduled session that handles all three concerns every night,,A single parent agent that manages all three patterns through child delegation,,"Three separate Devin organizations, one per automation concern",,,,N
311,MULTICHOICE,Knowledge,Easy,Task Selection & Verifiability,What are the three evaluation criteria in the task selection framework for determining if a task is suitable for Devin?,N,"Verifiability (can success be measured?), Clarity (is the task well-defined?), and Judgment (does it require subjective decisions?)",1,"Speed (how fast can it be done?), Cost (how many ACUs?), and Complexity (how many files?)",,"Language (what programming language?), Size (how many lines?), and Priority (how urgent?)",,"Feasibility (is it possible?), Difficulty (how hard?), and Importance (does it matter?)",,,,N
312,MULTICHOICE,Application,Average,Task Selection & Verifiability,"A product manager asks Devin to ""build an innovative new onboarding experience that delights users."" Evaluate this task against the selection framework.",N,"Not suitable — it requires creative design decisions, subjective judgment about what constitutes ""delight,"" and has no objectively verifiable success criteria",1,Suitable — Devin can handle any feature development task if given enough time,,Suitable — as long as the team provides wireframes,,"Not suitable — only because it involves frontend work, which Devin cannot do",,,,N
313,MULTICHOICE,Comprehension,Average,Task Selection & Verifiability,"Why does the task selection framework describe ""safe to iterate"" as a key characteristic of suitable AI agent tasks?",N,"Because Devin works on branches and opens PRs — it never pushes directly to production, and humans always approve the merge decision, making iteration inherently safe",1,Because the agent automatically reverts any changes that cause test failures,,Because iteration is limited to a maximum of 3 attempts by the platform,,Because iteration only occurs in sandbox environments disconnected from real code,,,,N
314,MULTICHOICE,Application,Difficult,Task Selection & Verifiability,A compliance team needs all dependencies across 80 repositories checked against license policies quarterly. Evaluate this for Devin delegation.,N,"Highly suitable — license compliance has clear programmatic rules, is repeatable across repos, can be verified automatically, and benefits from parent-child orchestration for parallel execution across 80 repos",1,Not suitable — compliance requires a legal professional to interpret license terms,,Suitable only if all repositories use the same programming language,,Not suitable — auditing tasks cannot be automated because they require human judgment,,,,N
315,MULTICHOICE,Analysis,Difficult,Task Selection & Verifiability,A team has a mix of well-defined bugs with failing tests and vague feature requests with no specifications. How should they prioritize for Devin delegation?,N,"Delegate well-defined bugs first (high verifiability, clear success criteria from failing tests); for vague features, invest in writing specifications with concrete acceptance criteria before attempting delegation",1,Delegate everything simultaneously and let Devin determine what it can handle,,Delegate only the feature requests for higher business value,,Do not delegate anything until the entire backlog is fully groomed and specified,,,,N
316,MULTICHOICE,Knowledge,Easy,Prompt Engineering & Task Delegation,What are the six recommended components of a well-structured Devin prompt?,N,"Repository, File paths, Expected behavior, Acceptance criteria, Verification mechanism, and Constraints",1,"Title, Description, Priority, Assignee, Labels, and Due date",,"Language, Framework, Database, API, Frontend, and Backend",,"Summary, Context, Requirements, Timeline, Budget, and Stakeholders",,,,N
317,TRUEFALSE,Knowledge,Easy,Prompt Engineering & Task Delegation,"Including acceptance criteria in a Devin prompt helps the agent verify its own work because the criteria define what ""done"" looks like.",N,True,1,False,,,,,,,,N
318,MULTICHOICE,Application,Average,Prompt Engineering & Task Delegation,"A developer writes: ""Fix the bug in the user service."" How should this prompt be improved for better results?",N,"Add specifics: the endpoint path, error condition, reproduction steps, file locations, and the existing test that should pass after the fix",1,"Add ""please"" and ""thank you"" for politeness",,"Make it shorter: ""Fix user service""",,Add the developer's name and team for attribution,,,,N
319,MULTICHOICE,Analysis,Average,Prompt Engineering & Task Delegation,A team notices that Devin sessions frequently produce PRs that miss edge cases and require multiple rounds of review feedback. What is the most likely root cause?,N,The prompts lack specific acceptance criteria and constraints that define how edge cases should be handled — the agent cannot test for conditions it was not told about,1,The team's codebase is too complex for any AI agent to handle correctly,,Devin's underlying model needs to be upgraded to a newer version,,The team should switch to a different programming language with fewer edge cases,,,,N
320,MULTICHOICE,Evaluation,Difficult,Prompt Engineering & Task Delegation,A junior developer argues that adding detailed context to prompts is a waste of time because Devin should be intelligent enough to figure things out from the codebase alone. Evaluate this position.,N,"Incorrect — prompt specificity directly determines output quality by reducing ambiguity, narrowing the search space, and providing verifiable targets. The time invested in a detailed prompt saves multiple rounds of PR feedback and rework",1,Correct — modern AI agents do not benefit from additional prompt detail beyond basic task description,,Partially correct — detail only matters for tasks involving more than 5 files,,Correct — the agent's DeepWiki access compensates for any missing prompt context,,,,N
